,IXIC_ADJCLOSE,DJI_ADJCLOSE,GSPC_ADJCLOSE,SPCS10RSA
IXIC_ADJCLOSE,1.0,0.5484753434310816,0.8192643731749023,-0.05549501724900143
DJI_ADJCLOSE,0.5484753434310816,1.0,0.8777982333088615,0.607187635922379
GSPC_ADJCLOSE,0.8192643731749023,0.8777982333088615,1.0,0.2793551274132506
SPCS10RSA,-0.05549501724900143,0.607187635922379,0.2793551274132506,1.0
