,IXIC_ADJCLOSE,DJI_ADJCLOSE,GSPC_ADJCLOSE,SPCS10RSA
IXIC_ADJCLOSE,1.0,0.9648231878919501,0.982040179517113,0.9565267364862913
DJI_ADJCLOSE,0.9648231878919501,1.0,0.9928040665727315,0.9652071220294004
GSPC_ADJCLOSE,0.982040179517113,0.9928040665727315,1.0,0.9745289778474642
SPCS10RSA,0.9565267364862913,0.9652071220294004,0.9745289778474642,1.0
