Date,Open,High,Low,Close,Adj Close,Volume
1987-01-01,242.1699981689453,280.9599914550781,242.1699981689453,274.0799865722656,274.0799865722656,4040880000
1987-02-01,274.0799865722656,287.54998779296875,273.1600036621094,284.20001220703125,284.20001220703125,3485300000
1987-03-01,284.1700134277344,302.7200012207031,282.29998779296875,291.70001220703125,291.70001220703125,3965100000
1987-04-01,291.5899963378906,303.6499938964844,275.6700134277344,288.3599853515625,288.3599853515625,3931700000
1987-05-01,286.989990234375,298.69000244140625,277.010009765625,290.1000061035156,290.1000061035156,3417700000
1987-06-01,290.1199951171875,310.2699890136719,286.92999267578125,304.0,304.0,3595000000
1987-07-01,303.989990234375,318.8500061035156,302.5299987792969,318.6600036621094,318.6600036621094,3966400000
1987-08-01,318.6199951171875,337.8900146484375,314.510009765625,329.79998779296875,329.79998779296875,4062400000
1987-09-01,329.80999755859375,332.17999267578125,308.55999755859375,321.8299865722656,321.8299865722656,3723200000
1987-10-01,321.8299865722656,328.94000244140625,216.4600067138672,251.7899932861328,251.7899932861328,6094500000
1987-11-01,251.72999572753906,257.2099914550781,225.75,230.3000030517578,230.3000030517578,3589530000
1987-12-01,230.32000732421875,253.35000610351562,221.24000549316406,247.0800018310547,247.0800018310547,3926750000
1988-01-01,247.10000610351562,261.7799987792969,240.1699981689453,257.07000732421875,257.07000732421875,3494700000
1988-02-01,257.04998779296875,267.82000732421875,247.82000732421875,267.82000732421875,267.82000732421875,3693240000
1988-03-01,267.82000732421875,272.6400146484375,256.07000732421875,258.8900146484375,258.8900146484375,4052970000
1988-04-01,258.8900146484375,272.04998779296875,254.7100067138672,261.3299865722656,261.3299865722656,3260760000
1988-05-01,261.3599853515625,263.70001220703125,248.85000610351562,262.1600036621094,262.1600036621094,3231370000
1988-06-01,262.1600036621094,276.8800048828125,262.1000061035156,273.5,273.5,4306710000
1988-07-01,273.5,276.3599853515625,262.4800109863281,272.0199890136719,272.0199890136719,3338470000
1988-08-01,272.0299987792969,274.20001220703125,256.5299987792969,261.5199890136719,261.5199890136719,3327470000
1988-09-01,261.5199890136719,274.8699951171875,256.9800109863281,271.9100036621094,271.9100036621094,3059450000
1988-10-01,271.8900146484375,283.95001220703125,268.8399963378906,278.9700012207031,278.9700012207031,3415160000
1988-11-01,278.9700012207031,280.3699951171875,262.8500061035156,273.70001220703125,273.70001220703125,2822820000
1988-12-01,273.67999267578125,280.45001220703125,270.4700012207031,277.7200012207031,277.7200012207031,2844900000
1989-01-01,277.7200012207031,297.510009765625,273.80999755859375,297.4700012207031,297.4700012207031,3532220000
1989-02-01,297.4700012207031,300.57000732421875,286.260009765625,288.8599853515625,288.8599853515625,3216280000
1989-03-01,288.8599853515625,299.989990234375,286.4599914550781,294.8699951171875,294.8699951171875,3504530000
1989-04-01,294.8699951171875,310.45001220703125,294.3500061035156,309.6400146484375,309.6400146484375,3237250000
1989-05-01,309.6400146484375,323.05999755859375,304.05999755859375,320.5199890136719,320.5199890136719,3747320000
1989-06-01,320.510009765625,329.19000244140625,314.3800048828125,317.9800109863281,317.9800109863281,3966590000
1989-07-01,317.9800109863281,346.0799865722656,317.260009765625,346.0799865722656,346.0799865722656,3249030000
1989-08-01,346.0799865722656,352.7300109863281,339.0,351.45001220703125,351.45001220703125,3949100000
1989-09-01,351.45001220703125,354.1300048828125,341.3699951171875,349.1499938964844,349.1499938964844,3035020000
1989-10-01,349.1499938964844,360.44000244140625,327.1199951171875,340.3599853515625,340.3599853515625,4012670000
1989-11-01,340.3599853515625,346.5,330.9100036621094,345.989990234375,345.989990234375,3032160000
1989-12-01,346.010009765625,354.1000061035156,339.6300048828125,353.3999938964844,353.3999938964844,3213420000
1990-01-01,353.3999938964844,360.5899963378906,319.8299865722656,329.0799865722656,329.0799865722656,3793250000
1990-02-01,329.0799865722656,336.0899963378906,322.1000061035156,331.8900146484375,331.8900146484375,2961970000
1990-03-01,331.8900146484375,344.489990234375,331.0799865722656,339.94000244140625,339.94000244140625,3283280000
1990-04-01,339.94000244140625,347.29998779296875,327.760009765625,330.79998779296875,330.79998779296875,2801220000
1990-05-01,330.79998779296875,362.260009765625,330.79998779296875,361.2300109863281,361.2300109863281,3596680000
1990-06-01,361.260009765625,368.7799987792969,351.2300109863281,358.0199890136719,358.0199890136719,3226280000
1990-07-01,358.0199890136719,369.7799987792969,350.0899963378906,356.1499938964844,356.1499938964844,3373540000
1990-08-01,356.1499938964844,357.3500061035156,306.17999267578125,322.55999755859375,322.55999755859375,4020730000
1990-09-01,322.55999755859375,326.5299987792969,295.9800109863281,306.04998779296875,306.04998779296875,2687280000
1990-10-01,306.1000061035156,319.69000244140625,294.510009765625,304.0,304.0,3671900000
1990-11-01,303.989990234375,323.0199890136719,301.6099853515625,322.2200012207031,322.2200012207031,3149770000
1990-12-01,322.2300109863281,333.9800109863281,321.9700012207031,330.2200012207031,330.2200012207031,3116830000
1991-01-01,330.20001220703125,343.92999267578125,309.3500061035156,343.92999267578125,343.92999267578125,3660240000
1991-02-01,343.9100036621094,370.9599914550781,340.3699951171875,367.07000732421875,367.07000732421875,4303170000
1991-03-01,367.07000732421875,379.6600036621094,363.7300109863281,375.2200012207031,375.2200012207031,3927920000
1991-04-01,375.2200012207031,391.260009765625,370.2699890136719,375.3399963378906,375.3399963378906,4017200000
1991-05-01,375.3500061035156,389.8500061035156,365.8299865722656,389.8299865722656,389.8299865722656,3739700000
1991-06-01,389.80999755859375,389.80999755859375,367.9800109863281,371.1600036621094,371.1600036621094,3258730000
1991-07-01,371.17999267578125,387.80999755859375,370.9200134277344,387.80999755859375,387.80999755859375,3481570000
1991-08-01,387.80999755859375,396.82000732421875,374.0899963378906,395.42999267578125,395.42999267578125,3713820000
1991-09-01,395.42999267578125,397.6199951171875,382.7699890136719,387.8599853515625,387.8599853515625,3260990000
1991-10-01,387.8599853515625,393.80999755859375,376.1099853515625,392.45001220703125,392.45001220703125,4082380000
1991-11-01,392.4599914550781,398.2200012207031,371.6300048828125,375.2200012207031,375.2200012207031,3737620000
1991-12-01,375.1099853515625,418.32000732421875,371.3599853515625,417.0899963378906,417.0899963378906,4155310000
1992-01-01,417.0299987792969,421.17999267578125,408.6400146484375,408.7799987792969,408.7799987792969,5286280000
1992-02-01,408.7900085449219,418.0799865722656,406.3399963378906,412.70001220703125,412.70001220703125,4267610000
1992-03-01,412.67999267578125,413.7799987792969,401.94000244140625,403.69000244140625,403.69000244140625,4066240000
1992-04-01,403.6700134277344,416.2799987792969,392.4100036621094,414.95001220703125,414.95001220703125,4315840000
1992-05-01,414.95001220703125,418.75,409.8500061035156,415.3500061035156,415.3500061035156,3643980000
1992-06-01,415.3500061035156,417.29998779296875,399.9200134277344,408.1400146484375,408.1400146484375,4259830000
1992-07-01,408.20001220703125,424.79998779296875,407.20001220703125,424.2099914550781,424.2099914550781,4265220000
1992-08-01,424.19000244140625,425.1400146484375,408.29998779296875,414.0299987792969,414.0299987792969,3653820000
1992-09-01,414.0299987792969,425.2699890136719,412.7099914550781,417.79998779296875,417.79998779296875,4023850000
1992-10-01,417.79998779296875,421.1600036621094,396.79998779296875,418.67999267578125,418.67999267578125,4507010000
1992-11-01,418.6600036621094,431.92999267578125,415.5799865722656,431.3500061035156,431.3500061035156,4148770000
1992-12-01,431.3500061035156,442.6499938964844,428.6099853515625,435.7099914550781,435.7099914550781,4876150000
1993-01-01,435.70001220703125,442.6600036621094,426.8800048828125,438.7799987792969,438.7799987792969,5280850000
1993-02-01,438.7799987792969,450.0400085449219,428.25,443.3800048828125,443.3800048828125,5442450000
1993-03-01,443.3800048828125,456.760009765625,441.07000732421875,451.6700134277344,451.6700134277344,5766950000
1993-04-01,451.6700134277344,452.6300048828125,432.29998779296875,440.19000244140625,440.19000244140625,5853170000
1993-05-01,440.19000244140625,454.54998779296875,436.8599853515625,450.19000244140625,450.19000244140625,5108640000
1993-06-01,450.2300109863281,455.6300048828125,442.5,450.5299987792969,450.5299987792969,5544400000
1993-07-01,450.5400085449219,451.1499938964844,441.3999938964844,448.1300048828125,448.1300048828125,5308530000
1993-08-01,448.1300048828125,463.55999755859375,446.94000244140625,463.55999755859375,463.55999755859375,5506200000
