Date,Open,High,Low,Close,Adj Close,Volume
1992-02-01,3223.39990234375,3293.3798828125,3207.9599609375,3267.699951171875,3267.699951171875,4111500
1992-03-01,3267.699951171875,3299.639892578125,3188.280029296875,3235.5,3235.5,4024100
1992-04-01,3235.5,3366.5,3161.22998046875,3359.10009765625,3359.10009765625,4583000
1992-05-01,3359.10009765625,3440.669921875,3324.02001953125,3396.89990234375,3396.89990234375,3882400
1992-06-01,3396.89990234375,3422.280029296875,3254.050048828125,3318.5,3318.5,4753600
1992-07-01,3318.800048828125,3402.9599609375,3266.530029296875,3393.800048828125,3393.800048828125,4497700
1992-08-01,3393.800048828125,3399.989990234375,3207.10009765625,3257.39990234375,3257.39990234375,3633800
1992-09-01,3257.39990234375,3376.489990234375,3242.760009765625,3271.699951171875,3271.699951171875,4365700
1992-10-01,3271.699951171875,3280.85009765625,3095.7900390625,3226.300048828125,3226.300048828125,5307600
1992-11-01,3226.300048828125,3308.409912109375,3184.669921875,3305.199951171875,3305.199951171875,4523400
1992-12-01,3305.199951171875,3352.7099609375,3248.159912109375,3301.110107421875,3301.110107421875,5106500
1993-01-01,3301.10009765625,3320.830078125,3231.949951171875,3310.0,3310.0,6200100
1993-02-01,3310.0,3456.72998046875,3266.800048828125,3370.81005859375,3370.81005859375,5775100
1993-03-01,3370.800048828125,3482.1201171875,3343.260009765625,3435.110107421875,3435.110107421875,5861000
1993-04-01,3435.10009765625,3481.580078125,3363.7900390625,3427.550048828125,3427.550048828125,6459900
1993-05-01,3439.39990234375,3565.070068359375,3415.330078125,3527.429931640625,3527.429931640625,4726600
1993-06-01,3527.39990234375,3569.780029296875,3462.659912109375,3516.080078125,3516.080078125,4611400
1993-07-01,3516.10009765625,3583.5,3449.89990234375,3539.469970703125,3539.469970703125,5009800
1993-08-01,3539.5,3663.830078125,3536.9599609375,3651.25,3651.25,5266100
1993-09-01,3651.300048828125,3655.719970703125,3507.06005859375,3555.1201171875,3555.1201171875,4877900
1993-10-01,3555.10009765625,3708.820068359375,3553.719970703125,3680.590087890625,3680.590087890625,5291300
1993-11-01,3680.60009765625,3717.760009765625,3600.669921875,3683.949951171875,3683.949951171875,5766800
1993-12-01,3685.10009765625,3799.919921875,3685.06005859375,3754.090087890625,3754.090087890625,5172500
1994-01-01,3754.10009765625,3985.9599609375,3742.81005859375,3978.360107421875,3978.360107421875,6195300
1994-02-01,3978.39990234375,3982.02001953125,3632.02001953125,3832.02001953125,3832.02001953125,5085600
1994-03-01,3832.0,3895.93994140625,3559.090087890625,3635.9599609375,3635.9599609375,6674900
1994-04-01,3634.5,3710.840087890625,3552.469970703125,3681.68994140625,3681.68994140625,5666800
1994-05-01,3681.699951171875,3772.7900390625,3623.10009765625,3758.3701171875,3758.3701171875,5334700
1994-06-01,3758.39990234375,3823.389892578125,3610.39990234375,3624.9599609375,3624.9599609375,5545600
1994-07-01,3625.0,3770.0,3623.02001953125,3764.5,3764.5,4506100
1994-08-01,3764.5,3939.320068359375,3736.330078125,3913.419921875,3913.419921875,6251700
1994-09-01,3913.10009765625,3992.639892578125,3820.31005859375,3843.18994140625,3843.18994140625,5914500
1994-10-01,3843.199951171875,3949.840087890625,3747.969970703125,3908.1201171875,3908.1201171875,6362500
1994-11-01,3907.780029296875,3907.780029296875,3638.6298828125,3739.22998046875,3739.22998046875,6132700
1994-12-01,3739.199951171875,3866.39990234375,3655.110107421875,3834.43994140625,3834.43994140625,5436100
1995-01-01,3834.39990234375,3936.719970703125,3817.260009765625,3843.860107421875,3843.860107421875,6157600
1995-02-01,3843.89990234375,4021.22998046875,3831.409912109375,4011.050048828125,4011.050048828125,5760900
1995-03-01,4011.10009765625,4198.83984375,3945.68994140625,4157.68994140625,4157.68994140625,7025400
1995-04-01,4157.7001953125,4328.52978515625,4155.9599609375,4321.27001953125,4321.27001953125,5475700
1995-05-01,4321.2998046875,4465.14013671875,4301.56005859375,4465.14013671875,4465.14013671875,6899400
1995-06-01,4465.10009765625,4593.10009765625,4406.68994140625,4556.10009765625,4556.10009765625,6415200
1995-07-01,4556.10009765625,4747.2099609375,4551.25,4708.47021484375,4708.47021484375,6655800
1995-08-01,4708.5,4754.9599609375,4570.85009765625,4610.56005859375,4610.56005859375,6230300
1995-09-01,4610.2001953125,4816.5400390625,4607.02978515625,4789.080078125,4789.080078125,7071900
1995-10-01,4789.7998046875,4816.89990234375,4659.740234375,4755.47998046875,4755.47998046875,6855700
